Localidad,Provincia,CCAA,Clave ACT,Clave GRU,NIF,Entidad financiada 
Marratxi,Baleares,IB,ED,OR,R0700351J,Agustinas - Colegio Santa Catalina
Palma,Baleares,IB,ED,OR,R0700352H,Agustinos - Colegio N. Sra. de la Consolación Es Viver
Palma,Baleares,IB,ED,OR,R0700353F,Agustinos - Colegio N. Sra. de la Consolación Alaro
Santa Margalida,Baleares,IB,AS,OR,R0700355A,Agustinas - Casa Consolación
Palma,Baleares,IB,ED,OR,R0700357G,Agustinas - Colegio Santa Mónica
Alcudia,Baleares,IB,ED,OR,R0700359C,Agustinos - Colegio N. Sra. de la Consolación
Andratx,Baleares,IB,ED,OR,R0700360A,Agustinos - Casa Ramón Llull
Algaida,Baleares,IB,FUN,OR,R0700361I,Misioneros Sagrados Corazones
Pollensa,Baleares,IB,ED,ID,R0700375I,Colegio Infantil San Vicente de Paul
Palma,Baleares,IB,ED,ID,R0700386F,Colegio Diocesano Sant Pere
Campos,Baleares,IB,ED,ID,R0700390H,Col.legi Diocesano Fra Joan Ballester 
Palma,Baleares,IB,AS,OR,R0700418G,Oblatas del Santísimo Redentor
Palma,Baleares,IB,ED,EC,R0700420C,Colegio San Alfonso María de Ligorio
San Josep Ibiza,Baleares,IB,ED,ID,R0700455I,Parroquia Sant Josep
Alaior,Baleares,IB,AS,ID,R0700461G,Cáritas Parroquia Santa Eulalia
Palma,Baleares,IB,FUN,ID,R0700462E,Parroquia Sant Antoni Maria Claret
Es Mercadal,Baleares,IB,AS,ID,R0700471F,Parroquia Sant Martí
Es Mercadal,Baleares,IB,AS,ID,R0700472D,Parroquia Sant Antoni Abat
Maó,Baleares,IB,IC,ID,R0700473B,Parroquia Santa María
Palma,Baleares,IB,AS,OR,R0700504D,Franciscanas - Casa Milagrosa
Ferreires,Baleares,IB,ED,ID,R0700538B,Colegio Diocesan San Francisco de Asís
Son Servera,Baleares,IB,ED,ID,R0700549I,Colegio Infantil San Francisco
Sant Antoni,Baleares,IB,AS,ID,R0700563J,Cáritas
Sant Josep,Baleares,IB,AS,ID,R0700563J,Parroquia Sant Antoni Abad
Santa Eularia,Baleares,IB,AS,ID,R0700583H,Cáritas
Santa Eularia,Baleares,IB,AS,ID,R0700583H,Parroquia
Felanitx,Baleares,IB,ED,OR,R0700598F,Franciscanas - Casa del Beato Benito José Llabres
Santanyi,Baleares,IB,ED,OR,R0700599D,Franciscanas - Casa San Rosa de Viterbo
Ibiza,Baleares,IB,CH,EC,R0700640F,Cofradía Cristo Nazareno
Es Mercadal,Baleares,IB,AS,ID,R0700670C,MSC - Movimiento Scout Católico
Menorca,Baleares,IB,AS,EC,R0700670C,MSC - Movimiento Scout Católico
Palma,Baleares,IB,AS,OR,R0700696H,Hermanas de la Caridad de San Vicente de Paul
Palma,Baleares,IB,ED,OR,R0700697F,Hermanos Sagrada Familia - Colegio Virgen del Carmen
Campos,Baleares,IB,ED,ID,R0700747I,Colegio Diocesano F. Joan Ballester
Palma,Baleares,IB,ED,OR,R0700747I,Fundación Diocesana Ramon Llull
Santanyi,Baleares,IB,AS,ID,R0700747I,Fundación Diocesana Ramón Llull
Menorca,Baleares,IB,ED,ID,R0700759D,Fundació Pia Autònoma Xipell
Barcelona,Barcelona,CAT,CUL,ID,R0800007G,Diócesis
Barcelona,Barcelona,CAT,IC,OR,R0800023D,Misioneras Franciscanas - capilla
Barcelona,Barcelona,CAT,ED,OR,R0800024B,Claretianos - Escuela Infantil
A Coruña,A Coruña,GAL,AS,OR,R0800037D,Rogacionistas - Hijas del Divino Celo
Barcelona,Barcelona,CAT,ED,OR,R0800037D,Rogacionistas Hijas del Divino Celo
Lugo,Lugo,GAL,AS,OR,R0800037D,Rogacionistas Hijas del Divino Celo
Calders,Barcelona,CAT,IC,ID,R0800043B,Diócesis
El Pont de V.,Barcelona,CAT,IC,ID,R0800043B,Diócesis
Igualada,Barcelona,CAT,CUL,ID,R0800043B,Diócesis
Manlleu,Barcelona,CAT,CUL,ID,R0800043B,Diócesis
Manresa,Barcelona,CAT,CUL,ID,R0800043B,Diócesis
Moiá,Barcelona,CAT,RES,ID,R0800043B,Diócesis
Sant Feliú,Barcelona,CAT,IC,ID,R0800043B,Diócesis
Sant Fruitos,Barcelona,CAT,IC,ID,R0800043B,Diócesis
Torelló,Barcelona,CAT,IC,ID,R0800043B,Diócesis
Vic,Barcelona,CAT,CUL,ID,R0800043B,Diócesis
Vic,Barcelona,CAT,RES,ID,R0800043B,Diócesis - Graphiques Diac
Barcelona,Barcelona,CAT,CUL,ID,R0800045G,Diócesis - Catedral
Barcelona,Barcelona,CAT,ED,OR,R0800055F,La Salle - Colegio
Cassá de la S.,Girona,CAT,ED,OR,R0800055F,La Salle - Colegio
Figueres,Girona,CAT,ED,OR,R0800055F,La Salle - Colegio
Girona,Girona,CAT,ED,OR,R0800055F,La Salle - Colegio
Manlleu,Barcelona,CAT,ED,OR,R0800055F,La Salle - Col.legi
Palamós,Girona,CAT,ED,OR,R0800055F,La Salle - Col.legi
Premiá de Mar,Barcelona,CAT,ED,OR,R0800055F,La Salle - Colegio
Tarragona,Tarragona,CAT,ED,OR,R0800055F,La Salle - Colegio
Barcelona,Barcelona,CAT,CUL,OR,R0800073I,Escolapios - Escola Pía
Tárrega,Barcelona,CAT,ED,OR,R0800073I,Escolapios - Escola Pía
Barcelona,Barcelona,CAT,RES,OR,R0800076B,Mercedarias - Convento San Ramon Nonat
A Coruña,A Coruña,GAL,AS,OR,R0800086A,Siervas de la Pasión - Escuela Infantil
Valencia,Valencia,VAL,ED,OR,R0800086A,Siervas de la Pasión - Escuela Infantil
Barcelona,Barcelona,CAT,ED,OR,R0800086A,Siervas de la Pasión - Escuela Infantil
Sant Boi,Barcelona,CAT,AS,ID,R0800090C,Grup Joves Parroquia Montserrat
Barcelona,Barcelona,CAT,Z,OR,R0800096J,Maristas - Tierras
Vic,Barcelona,CAT,AS,OR,R0800100J,Josefinas de la Caridad
Tárrega,Lleida,CAT,IC,OR,R0800102F,Carmelitas - Orden del Carmen
Montserrat,Barcelona,CAT,CUL,OR,R0800106G,Benedictinos - Abadía de Montserrat
Cerdanyola,Barcelona,CAT,AS,ID,R0800111G,Cáritas
Cerdanyola,Barcelona,CAT,AS,ID,R0800111G,Parroquia Sant Marti
Sant Cugat,Barcelona,CAT,ED,OR,R0800116F,Hijas de Santa María del CJ - Escuela Infantil
Ripollés,Barcelona,CAT,AS,ID,R0800124J,Parroquia Sant Esteve
L'Ametlla del V.,Barcelona,CAT,FUN,ID,R0800131E,Parroquia Sant Genis
Esparraguera,Barcelona,CAT,CUL,ID,R0800134I,Parroquia Santa Eulalia
Montmeló,Barcelona,CAT,AS,ID,R0800137B,Cáritas
Barcelona,Barcelona,CAT,IC,ID,R0800139H,Parroquia Sant Andreu
Mataró,Barcelona,CAT,IC,ID,R0800144H,Parroquia Santa María
Sant Vicenç dels H,Barcelona,CAT,IC,ID,R0800145E,Parroquia San Antonio de Padua
Monargell,Barcelona,CAT,IC,OR,R0800147A,Benedictinos - Monasterio de Sant  Benet
Vallirana,Barcelona,CAT,IC,ID,R0800154G,Cáritas
Villarana,Barcelona,CAT,CUL,ID,R0800154G,Parroquia Sant Mateu
Urgell,Barcelona,CAT,ED,OR,R0800168G,Hermanas Sagrada Familia
Barcelona,Barcelona,CAT,ED,OR,R0800190A,Misioneras Hermanas de Betania - Escuela Infantil
Barcelona,Barcelona,CAT,IC,ID,R0800197F,Parroquia San Juan Bosco
La Garriga,Barcelona,CAT,IC,ID,R0800203B,Parroquia Sant Esteve
Barberá,Barcelona,CAT,IC,ID,R0800208A,Parroquia Santa María
Sant Celoni,Barcelona,CAT,AS,ID,R0800211E,Cáritas
Llinars,Barcelona,CAT,AS,ID,R0800214I,Cáritas Parroquia Santa María
Llinars,Barcelona,CAT,AS,ID,R0800214I,Cáritas
Barcelona,Barcelona,CAT,CUL,ID,R0800217B,Seminario Conciliar
Barcelona,Barcelona,CAT,Z,ID,R0800225E,Parroquia Sant Medir
Viladecans,Barcelona,CAT,AS,ID,R0800228I,Parroquia María Magdalena
Barcelona,Barcelona,CAT,ED,EC,R0800234G,Escuelas Parroquiales
Berga,Barcelona,CAT,ED,ID,R0800234G,Escuelas Parroquiales
Puig-Reig,Barcelona,CAT,ED,ID,R0800234G,Escuelas Parroquiales
Barcelona,Barcelona,CAT,IC,ID,R0800237J,Parroquia Sant Miquel dels Sants
Barcelona,Barcelona,CAT,IC,ID,R0800240D,Parroquia San Mateo
Barcelona,Barcelona,CAT,IC,ID,R0800242J,Parroquia Santa María del Remedio
El Papiol,Barcelona,CAT,IC,ID,R0800243H,Parroquia Santa Eulalia
Barcelona,Barcelona,CAT,Z,ID,R0800245C,Parroquia María Milagrosa
Sitges,Barcelona,CAT,IC,ID,R0800255B,Parroquia S. Bartomeu
Sitges,Barcelona,CAT,AS,ID,R0800255B,Cáritas
Barcelona,Barcelona,CAT,IC,ID,R0800259D,Parroquia Sant Pere
Badia del Vallés,Barcelona,CAT,AS,ID,R0800260B,Parroquia de la Mercé
Barcelona,Barcelona,CAT,IC,ID,R0800264D,Parroquia Sant Eugeni Papa
Sant Feliu,Barcelona,CAT,IC,ID,R0800268E,Parroquia Sant Llorenç
Barcelona,Barcelona,CAT,UC,OR,R0800271I,Jesuitas - Fundación Balmesiana 
Barcelona,Barcelona,CAT,AS,OR,R0800272G,Benedictinas - Monasterio de les Puel.les
Barcelona,Barcelona,CAT,IC,ID,R0800275J,Parroquia Santa María
Castellar del V.,Barcelona,CAT,AS,ID,R0800285I,Parroquia Sant Esteve
Castellar del V.,Barcelona,CAT,AS,ID,R0800285I,Cáritas
Barcelona,Barcelona,CAT,IC,ID,R0800300F,Parroquia Sant Josep Oriol
Les Cabanyes,Barcelona,CAT,IC,ID,R0800306C,Parroquia Sant Valenti
Barcelona,Barcelona,CAT,IC,ID,R0800310E,Parroquia Mare Deu del Carme
Villafranca,Barcelona,CAT,AS,ID,R0800311C,Parroquia Santa María
Badalona,Barcelona,CAT,AS,ID,R0800314G,Cáritas
Barcelona,Barcelona,CAT,AS,ID,R0800314G,Cáritas
Cornellá,Barcelona,CAT,AS,ID,R0800314G,Cáritas
Hospitalet,Barcelona,CAT,AS,ID,R0800314G,Cáritas
Santa Coloma,Barcelona,CAT,AS,ID,R0800314G,Cáritas
Barcelona,Barcelona,CAT,EV,EV,R0800317J,Iglesia Evangélica Les Corts
Sant Cugat,Barcelona,CAT,RES,ID,R0800319F,Cáritas - Parroquia Sant Pere
Barcelona,Barcelona,CAT,AS,ID,R0800324F,Parroquia Sant Joan D'Horta
Barcelona,Barcelona,CAT,ED,OR,R0800339D,Adoratrices - Escola Mare de Deu del Roser
Barcelona,Barcelona,CAT,ED,OR,R0800367E,Carmelitas San José - Casa Regina
Rubí,Barcelona,CAT,DEP,OR,R0800380H,Carmelitas - Colegio Regina Carmeli
Viladecavalls,Barcelona,CAT,EV,EV,R0800383B,Editorial Clie Evangélica
Barcelona,Barcelona,CAT,ED,OR,R0800391E,Hermanas Inmaculada Concepción de Castres - Colegio
Barcelona,Barcelona,CAT,AS,ID,R0800410C,Hijas de la Caridad - Patronato Escuelas Obreras
Vilanova,Barcelona,CAT,ED,OR,R0800427G,Franciscanos - Col.legi Sant Bonaventura
Terrassa,Barcelona,CAT,IC,ID,R0800436H,Parroquia Sant Cristofol
Hospitalet,Barcelona,CAT,IC,ID,R0800439B,Parroquia Mare de Deu de la Llum
Sabadell,Barcelona,CAT,IC,ID,R0800473A,Parroquia de la Purisima
Sant Feliu,Barcelona,CAT,IC,ID,R0800477B,Centro Parroquial
Capellades,Barcelona,CAT,CUL,ID,R0800500A,Parroquia Santa María
Barcelona,Barcelona,CAT,IC,ID,R0800504C,Parroquia Santa María del Taulat
Barcelona,Barcelona,CAT,IC,ID,R0800513D,Parroquia Santa Anna
Argentona,Barcelona,CAT,IC,ID,R0800514B,Parroquia Sant Julia
Barcelona,Barcelona,CAT,FUN,EV,R0800520I,Juventud para Cristo
Castellterçol,Barcelona,CAT,AS,ID,R0800521G,Cáritas
Manlleu,Barcelona,CAT,AS,ID,R0800521G,Cáritas
Sant Fruitos,Barcelona,CAT,AS,ID,R0800521G,Cáritas
Torelló,Barcelona,CAT,AS,ID,R0800521G,Cáritas
Vic,Barcelona,CAT,AS,ID,R0800521G,Cáritas
Barcelona,Barcelona,CAT,ED,OR,R0800523C,Legionarios de Cristo - Colegio
Barcelona,Barcelona,CAT,IC,ID,R0800534J,Parroquia Sant Josep de Calasanç
Barcelona,Barcelona,CAT,AS,ID,R0800535G,Parroquia Virgen de Belén. Refugio
Mataró,Barcelona,CAT,AS,ID,R0800544I,Cáritas
Barcelona,Barcelona,CAT,Z,COR,R0800545F,Iglesia Ortodoxa
Barcelona,Barcelona,CAT,CJ,CJ,R0800559G,Comunidad Judía de Barcelona
Barcelona,Barcelona,CAT,EV,EV,R0800561C,Lectorium Rosicrucianum o Escuela Espiritual de la Rosacruz Áurea
Cardanyola,Barcelona,CAT,EV,EV,R0800568H,Iglesia Evangélica Baptista
Barcelona,Barcelona,CAT,ED,OR,R0800574F,Escolapios - Escola Pía Nostra Senyora
Barcelona,Barcelona,CAT,ED,OR,R0800576A,Escolapios - Escola Pías Sant Antoni
Barcelona,Barcelona,CAT,ED,OR,R0800577I,Escolapios - Escola Pía Balmes
Barcelona,Barcelona,CAT,AS,OR,R0800578G,Escolapios - Escola Pía
Barcelona,Barcelona,CAT,AS,OR,R0800578G,Escolapios - Escola Pía
Barcelona,Barcelona,CAT,ED,OR,R0800582I,Escolapios - Escola Pía Sarriá
Calella,Barcelona,CAT,ED,OR,R0800589D,Escolapios - Escola Pía
Granollers,Barcelona,CAT,ED,OR,R0800590B,Escolapios - Escola Pía
Igualada,Barcelona,CAT,ED,OR,R0800592H,Escolapios - Escola Pía
Moia,Barcelona,CAT,ED,OR,R0800593F,Escolapios - Escuelas Pías
Mataró,Barcelona,CAT,ED,OR,R0800594D,Escolapios - Escola Pía Santa Anna
Sabadell,Barcelona,CAT,ED,OR,R0800595A,Escolapios - Escola Pía
Terrassa,Barcelona,CAT,ED,OR,R0800597G,Escolapios - Escola Pía
Vilanova,Barcelona,CAT,ED,OR,R0800598E,Escolapios - Escola Pía
Barcelona,Barcelona,CAT,ED,ID,R0800606F,Escola Diocesana IPSE Parroquia Mare de Deu del Pilar
Barcelona,Barcelona,CAT,ED,ID,R0800619I,Escola Parroquial Bon Pastor
Sant Feliu,Barcelona,CAT,IC,ID,R0800626D,Col.legi Parroquial
Sabadell,Barcelona,CAT,CUL,ID,R0800649F,Centro Parroquial Sant Vicenç
Granollers,Barcelona,CAT,AS,ID,R0800659E,Parroquia Sant Esteve
Barcelona,Barcelona,CAT,ED,OR,R0800662I,Hijos de la Sagrada Familia - Colegio Jesús María y José
Barcelona,Barcelona,CAT,ED,OR,R0800665B,Hijos de la Sagrada Familia - Escola Pare Manyanet
Alt Penedés,Barcelona,CAT,ED,OR,R0800670B,Hijos de la Sagrada Familia - Colegio San Ramón
Villafranca,Barcelona,CAT,IC,OR,R0800670B,Hijos de la Sagrada Familia - Colegio San Ramón
Sabadell,Barcelona,CAT,ED,OR,R0800709H,Religiosas Divino Pastor - Colegio
Barcelona,Barcelona,CAT,ED,OR,R0800710F,Capuchinas Madre Divino Pastor - Col.legi Mare del Divi Pastor
Barcelona,Barcelona,CAT,ED,OR,R0800711D,Capuchinas Madre Divino Pastor - Col-legi Josep Tous
Igualada,Barcelona,CAT,IC,OR,R0800712B,Religiosas Divino Pastor - Colegio
Capellades,Barcelona,CAT,ED,OR,R0800713J,Capuchinas - Col.legi Mare del Divi Pastor
Barcelona,Barcelona,CAT,EV,EV,R0800714H,Iglesia Evangélica Bautista de Gracia
Sabadell,Barcelona,CAT,IC,OR,R0800728H,Misioneras de Jesús María y José - Escuela Infantil
Barcelona,Barcelona,CAT,ED,OR,R0800729F,Hermanos Sagrada Familia - Col.legi Sagrada Familia
Sentmenat,Barcelona,CAT,IC,OR,R0800736A,Corazonistas - Escuela Infantil
Gavá,Barcelona,CAT,ED,OR,R0800748F,Hermanos de la Sagrada Familia - Colegio
Barcelona,Barcelona,CAT,ED,OR,R0800767F,Filipenses - Escola N. Sra. de Lourdes
Terrassa,Barcelona,CAT,ED,OR,R0800770J,Carmelitas Misioneras - Colegio Santa Teresa
El Prat,Barcelona,CAT,ED,OR,R0800772F,Carmelitas Misioneras - AMPA Col.legi Mare Deu del Carme
El Prat de Ll.,Barcelona,CAT,AS,OR,R0800772F,Carmelitas Misioneras - Col.legi Mare Deu del Carme
Barcelona,Barcelona,CAT,ED,OR,R0800775I,Carmelitas Misioneras - Col.legi Sant Josep
Barcelona,Barcelona,CAT,ED,OR,R0800785H,Sagrados Corazones - Col.legi Sagrats Cors
Barcelona,Barcelona,CAT,AS,OR,R0800817I,Hijas de la Caridad - Obra Social Santa Luisa de Marillac
Barcelona,Barcelona,CAT,AS,OR,R0800822I,Hijas de la Caridad - Casa Solaz Infantil
Barcelona,Barcelona,CAT,AS,OR,R0800829D,Hijas de la Caridad - Hogar Betania
Terrassa,Barcelona,CAT,ED,OR,R0800836I,Salesianos - Colegio María Auxiliadora
Barcelona,Barcelona,CAT,ED,OR,R0800839C,Salesianas - Col.legi María Auxiliadora
Barcelona,Barcelona,CAT,ED,OR,R0800840A,Salesianas - Col.legi Santa Dorotea
Barcelona,Barcelona,CAT,ED,OR,R0800850J,Misioneras Hijas Sagrada Familia - Col.legi Mare de Deu dels Angels
Badalona,Barcelona,CAT,ED,OR,R0800852F,Misioneras Hijas Sagrada Familia - Col.legi Sant Andreu
Barcelona,Barcelona,CAT,ED,OR,R0800853D,Misioneras Hijas Sagrada Familia - Col.legi Montserrat
Barcelona,Barcelona,CAT,ED,OR,R0800856G,Religiosas Jesús María - Col.legi Jesús-María Tamarit
Barcelona,Barcelona,CAT,ED,OR,R0800858C,Religiosas Jesús María - Col.legi Jesús-María
Barcelona,Barcelona,CAT,ED,OR,R0800859A,Religiosas Jesús María - Col.legi Claudina Thevenet
Barcelona,Barcelona,CAT,IC,ID,R0800870H,Parroquia de Sant Ildefons
Manresa,Barcelona,CAT,ED,OR,R0800877C,Jesuitas - Casa de Ejercicios
Barcelona,Barcelona,CAT,ED,OR,R0800882C,Corazonistas - Colegio Sagrado Corazón
Barcelona,Barcelona,CAT,ED,OR,R0800884I,Misioneros Sagrado Corazón - Col.legi Sant Miquel
Barcelona,Barcelona,CAT,AS,OR,R0800885F,Salesianos - Salesians Sant Jordi
Girona,Girona,CAT,ED,OR,R0800885F,Salesianos - Salesians Sant Jordi
Lleida,Lleida,CAT,AS,OR,R0800885F,Salesianos - Salesians Sant Jordi
Mataró,Barcelona,CAT,AS,OR,R0800885F,Salesianos - Salesians Sant Jordi
Sant Adriá,Barcelona,CAT,ED,OR,R0800885F,Salesianos - Salesians Sant Jordi
Sant Boi,Barcelona,CAT,ED,OR,R0800885F,Salesianos - Salesians Sant Jordi
Terrassa,Barcelona,CAT,ED,OR,R0800885F,Salesianos - Salesians Sant Jordi
Barcelona,Barcelona,CAT,FUN,ID,R0800888J,Iglesia Sagrado Corazón Tibidabo
Barcelona,Barcelona,CAT,ED,OR,R0800894H,Salesianos - Col.legi Sant Joan Bosco
Sant Vicenç dels H,Barcelona,CAT,ED,OR,R0800895E,Salesianos - Colegio
Mataró,Barcelona,CAT,ED,OR,R0800899G,Salesianos - Colegio San Antonio de Padua
Barcelona,Barcelona,CAT,ED,OR,R0800901A,Salesianos - Escuela Politécnica
Barcelona,Barcelona,CAT,ED,OR,R0800901A,Salesianos - Escuelas Profesionales Instituto Politécnico
Terrassa,Barcelona,CAT,ED,OR,R0800904E,Salesianos - Col.legi Sant Domenec
Barcelona,Barcelona,CAT,ED,OR,R0800907H,Salesianos - Col.legi Sant Josep
Badalona,Barcelona,CAT,ED,OR,R0800909D,Salesianos - Colegio Santo Domingo Savio
Gava,Barcelona,CAT,IC,OR,R0800913F,Agustinas - Colegio Inmaculada
Barcelona,Barcelona,CAT,ED,OR,R0800929B,Concepcionistas - Colegio
Barcelona,Barcelona,CAT,EV,EV,R0800930J,Iglesia Evangélica Baptista
Barcelona,Barcelona,CAT,EV,EV,R0800930J,Renovación Cristiana Evangélica
Barcelona,Barcelona,CAT,ED,OR,R0800931H,Hijas de la Virgen de los Dolores - Col.legi Scala Dei
Barcelona,Barcelona,CAT,Z,EV,R0800937E,Iglesia Evangélica de Hermanos
Barcelona,Barcelona,CAT,FUN,EV,R0800939A,Asociación Grupos Bíblicos Unidos
Sant Boi,Barcelona,CAT,FUN,EV,R0800940I,Esglesia Evangelica Llibertat
Barcelona,Barcelona,CAT,EV,EV,R0800942E,Iglesia Evangelista Bautista
Barcelona,Barcelona,CAT,ED,OR,R0800961E,Religiosas Sagrado Corazón - Colegio Corazón de Jesús
Barcelona,Barcelona,CAT,ED,OR,R0800966D,Misioneras Cruzadas de la Iglesia - Escola Santa María
Barcelona,Barcelona,CAT,ED,OR,R0800966D,Misioneras Cruzadas - Escola Santa María dels Apostols
Terrassa,Barcelona,CAT,IC,OR,R0800970F,Agustinas - Colegio Sagrado Corazón
Castelldefels,Barcelona,CAT,EV,EV,R0800983I,Iglesia Evangélica
Sant Feliu,Barcelona,CAT,FUN,EV,R0800984G,Iglesia Evangélica
Barcelona,Barcelona,CAT,EV,EV,R0800991B,Iglesia Evangélica Baptista Barceloneta
Barcelona,Barcelona,CAT,ED,OR,R0800996A,Claretianos - Col.legi
Barcelona,Barcelona,CAT,ED,OR,R0800997I,Franciscanas Misioneras - Colegio San Francisco de Asís
Barcelona,Barcelona,CAT,ED,OR,R0800998G,Franciscanas - Colegio Asunión de Nuestra Señora
Barcelona,Barcelona,CAT,ED,OR,R0801038A,Siervos Sagrado Corazón - Col.legi Sant Ramon Nonat
Barcelona,Barcelona,CAT,ED,OR,R0801039I,Corazonistas - Colegio Sagrado Corazón
Barcelona,Barcelona,CAT,AS,EV,R0801046D,Esglesia Evangélica
Barcelona,Barcelona,CAT,AS,EV,R0801046D,Iglesia Evangélica Unida
Barcelona,Barcelona,CAT,AS,EC,R0801057A,Fundació Mare Deu de Fatima
San Cugat,Barcelona,CAT,FUN,EV,R0801063I,Mision Evangélica
Barcelona,Barcelona,CAT,EV,EV,R0801083G,Iglesia Evangélica Baptista Meridiana
Premiá de Mar,Barcelona,CAT,ED,OR,R0801089D,Capuchinos - Escola Assis
Torrent,Valencia,VAL,ED,OR,R0801163G,Fraternidad Sacerdotal Santo Tomás de Aquino
Barcelona,Barcelona,CAT,AS,OR,R0801194B,Teresianas - Comunidad Hermanas Teresianas
Vic,Barcelona,CAT,ED,OR,R0801203A,Siervos del Sagrado Corazón - Colegio
Barcelona,Barcelona,CAT,EV,EV,R0801281G,Misión Evangélica
Barcelona,Barcelona,CAT,EV,EV,R0801288B,Iglesia Evangélica Cecmavi
Madrid,Madrid,MAD,FUN,OR,R0801298A,Compañía de María
Pamplona,Navarra,NAV,ED,OR,R0801298A,Compañía de María - Colegio
Barcelona,Barcelona,CAT,CJ,CJ,R0801365H,Comunidad Jueva Bet Shalom
Barcelona,Barcelona,CAT,FUN,CB,R0801366F,Centro Budista Kadampa Mahakaruna
Barcelona,Barcelona,CAT,EV,EV,R0801437E,Nueva Generación de Poder
Sant Celoni,Barcelona,CAT,FUN,CI,R0801471D,Comunidad Islámica Annour
Rubí,Barcelona,CAT,CI,CI,R0801509A,Comunidad Islámica de Rubí
Barcelona,Barcelona,CAT,CI,CI,R0801521F,Unión Comunidades Islámicas
Canovelles,Barcelona,CAT,EV,EV,R0801525G,Iglesia de Dios (Pentecostal) del Vallés
Santa Margarida,Barcelona,CAT,CI,CI,R0801543J,Centro de Cultura Islámica Assalam
Berga,Barcelona,CAT,AS,ID,R0801621D,Cáritas
Barcelona,Barcelona,CAT,CI,CI,R0801641B,Comunidad Islámica Mezquita de la Paz
Barcelona,Barcelona,CAT,CI,CI,R0801652I,Comunidad Islámica AlRiduan
Barcelona,Barcelona,CAT,CI,CI,R0801703J,Centro Islámico Catalán
Vilassar,Barcelona,CAT,FUN,EV,R0801726A,Iglesia Evangélica
La Garriga,Barcelona,CAT,ED,ID,R0801782D,Fundación Escuelas Diocesanas
Terrassa,Barcelona,CAT,ED,OR,R0801782D,Escuelas Diocesanas
Terrassa,Barcelona,CAT,AS,ID,R0801934A,Cáritas
Barcelona,Barcelona,CAT,EV,EV,R0801942D,Iglesia Hillsong España
Barcelona,Barcelona,CAT,AS,OR,R0801945G,Hermanas Hospitalarias - Hospital San Rafael
Barcelona,Barcelona,CAT,AS,OR,R0801946E,Hermanas Hospitalarias - Centro Benito Menni
Barcelona,Barcelona,CAT,SIJ,SIJ,R0801972A,Templo Sij - Sikh Gurudwara Gurudarshan Sahib Ji
Sant Feliu,Barcelona,CAT,AS,ID,R0801973I,Cáritas
Cerdanyola,Barcelona,CAT,IC,ID,R0801978H,Parroquia Mare de Deu del Roser
Cerdanyola,Barcelona,CAT,AS,ID,R0801978H,Cáritas Parroquia Mare de Deu del Roser
Barcelona,Barcelona,CAT,CI,CI,R0802056B,Comunidad Islámica Nou Barris
Badalona,Barcelona,CAT,AS,OR,R0802090A,Carmelitas - Convento del Carmen
Vic,Barcelona,CAT,RES,ID,R0802103B,Catalonia Sacra
Barcelona,Barcelona,CAT,EV,EV,R0802169C,Iglesia Jesús Reino
Barcelona,Barcelona,CAT,CH,CH,R0802192E,Hinduistas - Templo Hare Krishna
Sabadell,Barcelona,CAT,CUL,ID,R0802202B,Hermandad Jesús Cautivo
Barcelona,Barcelona,CAT,EV,EV,R0802229E,Iglesia de los Pentecostales
Barcelona,Barcelona,CAT,EV,EV,R0802299H,Iglesia Cristiana Casa de Dios
Barcelona,Barcelona,CAT,FUN,Z,R0802335J,Umbandista Templo
Barcelona,Barcelona,CAT,EV,EV,R0802361F,Iglesia Cristiana Reconcíliate con Dios
Barcelona,Barcelona,CAT,ED,OR,R0802388I,Siervas de la Pasión - Colegio
Sant Hipolit,Barcelona,CAT,ED,OR,R0802388I,Siervas de la Pasión - Escola Mare Teresa
Barcelona,Barcelona,CAT,AS,OR,R0802389G,Siervas de la Pasión - Hogar
Barcelona,Barcelona,CAT,ED,OR,R0802393I,Carmelitas San José - F. Educativa Teresa Guasch
Madrid,Madrid,MAD,ED,OR,R0802393I,Carmelitas San José - F. Educativa Teresa Guasch
Barcelona,Barcelona,CAT,EV,EV,R0802394G,Comunidad Budista Hai Hui
Burgos,Burgos,CYL,IC,ID,R0900004C,Diócesis
Santo Domingo de Silos,Burgos,CYL,FUN,OR,R0900005J,Benedictinos - Abadía Santo Domingo de Silos
Burgos,Burgos,CYL,FUN,OR,R0900008D,Cartujos - Cartuja Santa María Miraflores
Burgos,Burgos,CYL,CUL,ID,R0900028B,Catedral
Burgos,Burgos,CYL,CUL,ID,R0900063I,Parroquia San Gil
Burgos,Burgos,CYL,AS,ID,R0900068H,Cáritas
Miranda Ebro,Burgos,CYL,AS,ID,R0900068H,Cáritas
Burgos,Burgos,CYL,ED,OR,R0900071B,Reparadoras del Sagrado Corazón
Burgos,Burgos,CYL,IC,OR,R0900074F,Religiosas Iesu Communio
Medina de Pomar,Burgos,CYL,FUN,OR,R0900076A,Clarisas - Monasterio Santa Clara
Quintanilla Vivar,Burgos,CYL,Z,OR,R0900077I,Clarisas - Monasterio Virgen del Espino
Burgos,Burgos,CYL,AS,OR,R0900080C,Adoratrices Esclavas del Santísimo Sacramento
Burgos,Burgos,CYL,ED,OR,R0900087H,Salesianas - Colegio Sagrado Corazón
Burgos,Burgos,CYL,ED,OR,R0900094D,Jesuitas - Colegio de la Merced
